node,degree,closeness,betweenness,eigenvalue,eccentricity,pagerank,graph_size,graph_edges,graph_avg_degree,graph_max_degree,graph_apl,graph_clust_coef,graph_diameter,graph_density,graph_assortativity,avg_distance,graph_triads,graph_girth
1,4,0.037037037037037,45,0.576969681180284,3,0.134030989757251,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
2,7,0.0454545454545455,78,1,3,0.225256141588116,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
3,2,0.0263157894736842,13,0.231957963624223,4,0.0735523840679701,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
4,1,0.0285714285714286,0,0.352167655213043,4,0.0373525314785569,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
5,1,0.0285714285714286,0,0.352167655213042,4,0.0373525314785569,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
6,2,0.0303030303030303,13,0.402027994174176,4,0.0717847850936312,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
7,2,0.0303030303030303,13,0.402027994174176,4,0.0717847850936312,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
8,1,0.025,0,0.203190059750277,4,0.0384815853234159,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
9,1,0.0217391304347826,0,0.141581256038322,5,0.0405085336647933,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
10,2,0.0303030303030303,13,0.402027994174176,4,0.0717847850936312,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
11,1,0.0217391304347826,0,0.141581256038322,5,0.0405085336647932,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
12,1,0.0285714285714286,0,0.352167655213043,4,0.0373525314785569,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
13,1,0.025,0,0.203190059750277,4,0.0384815853234159,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
14,1,0.0196078431372549,0,0.0816880921575348,5,0.0412597632288873,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
15,1,0.0217391304347826,0,0.141581256038322,5,0.0405085336647933,15,14,1.86666666666667,7,2.66666666666667,0,5,0.133333333333333,-0.373537353735374,2.66666666666667,0,0
