node,degree,closeness,betweenness,eigenvalue,eccentricity,pagerank,graph_size,graph_edges,graph_avg_degree,graph_max_degree,graph_apl,graph_clust_coef,graph_diameter,graph_density,graph_assortativity,avg_distance,graph_triads,graph_girth
1,1,0.000185116623472788,0,0.138501375404183,12,0.000558792958958224,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
2,50,0.00022202486678508,200874,1,11,0.0230662524876893,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
3,17,0.000241662638956017,239621,0.215153589041995,10,0.0077331935846305,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
4,34,0.000247892910262766,286873,0.0881443475577205,10,0.0155685903599405,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
5,11,0.0002154243860405,114611,0.0152683726945462,11,0.00506672819134404,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
6,2,0.000198649185538339,898,0.0303818722495767,11,0.00108805168307669,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
7,9,0.000187125748502994,81309,0.0025246872826794,12,0.004186911949812,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
8,13,0.000187617260787992,31501,0.180884299921267,12,0.00637011762614864,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
9,10,0.000223613595706619,168491,0.0149601549371528,11,0.00452640550885659,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
10,11,0.000191350937619594,61439,0.00260282741461531,12,0.00504203232718821,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
11,7,0.000196001568012544,105888,0.00238871599114268,12,0.00322407433701774,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
12,7,0.000161550888529887,16848,0.0284416620735003,13,0.00348079855162615,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
13,9,0.000204248366013072,58613,0.035268378675991,11,0.00443058119928908,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
14,4,0.000141322781232335,5367,0.00418317628285623,14,0.00211465418507183,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
15,3,0.0001634521085322,2690,0.000375023759332706,13,0.00158258528732272,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
16,4,0.000199203187250996,7141,0.0316315031000579,11,0.00201921963612307,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
17,21,0.000172532781228433,85772,0.00054871326438028,13,0.00971103346363522,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
18,3,0.000203004466098254,2690,0.0127001215675728,11,0.00158188988434004,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
19,1,0.000160565189466924,0,0.0250527243281182,13,0.000583174357607306,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
20,10,0.000165070980521624,29026,0.000438403184058335,13,0.00472984353167637,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
21,1,0.000163291966035271,0,0.000360495176863924,13,0.000556278255585899,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
22,9,0.000204081632653061,14229,0.0144609808238408,11,0.00448320404842819,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
23,2,0.000185253797702853,1794,0.141264192376967,12,0.00106514743618215,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
24,4,0.000149611011370437,4477,8.07036287322357e-05,14,0.00208393052876437,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
25,5,0.000185873605947955,9795,0.150207762921669,12,0.00251726816197848,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
26,2,0.000163345311989546,898,0.000367545669819626,13,0.00109267306810581,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
27,1,0.000180505415162455,0,0.00211469061837831,12,0.000558186572361632,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
28,4,0.000144133756125685,8025,6.4507838112019e-05,14,0.00204438772295381,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
29,5,0.000150647785477553,24606,8.25634978504227e-05,14,0.00235966402527061,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
30,4,0.000159642401021711,6260,0.0221098689105999,13,0.00208112684613066,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
31,5,0.000185391175380052,3586,0.150011864355724,12,0.00266696593749968,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
32,4,0.000198807157057654,2691,0.0316186549778758,11,0.00213550089145718,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
33,1,0.000185116623472788,0,0.138501375404183,12,0.00055879295895765,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
34,10,0.00018811136192626,37459,0.168295378770174,12,0.00474375361773054,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
35,2,0.000149432157800359,898,7.74838866238789e-05,14,0.00109808058478003,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
36,3,0.000185597624350408,6254,0.144199217247403,12,0.00150549282247465,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
37,4,0.000186428038777032,2691,0.00219852236478876,12,0.00213132034907498,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
38,4,0.000133262260127932,14187,1.21702911746723e-05,15,0.00197186844313071,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
39,2,0.000132766861391397,1794,1.16632658436519e-05,15,0.00107771900102368,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
40,3,0.000185253797702853,1795,0.144027009349751,12,0.00162468094975805,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
41,2,0.000159134309357097,898,0.0203623942152526,13,0.00115051214565116,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
42,1,0.000185116623472788,0,0.138501375404183,12,0.00055879295895765,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
43,1,0.000202757502027575,0,0.0122081133708486,11,0.000555881425665415,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
44,10,0.000167954316425932,20366,0.000401575494410005,13,0.00485612602279806,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
45,4,0.000161186331399097,4478,0.0247521479239326,13,0.00209069522867137,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
46,2,0.00016926201760325,4470,0.00446843354159482,12,0.00106615732550962,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
47,1,0.000159693388693708,0,0.000304498371380098,13,0.000619572240845209,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
48,1,0.00017247326664367,0,0.00200286573379545,12,0.000590080382351672,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
49,1,0.00017247326664367,0,0.00200286573379545,12,0.000590080382351672,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
50,3,0.000149476831091181,1795,7.90295304592255e-05,14,0.00162649319651754,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
51,5,0.000163025758069775,46362,0.000380322379322244,13,0.00234564166062255,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
52,5,0.000160513643659711,5370,0.000378890079200807,13,0.00259235300216311,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
53,12,0.000161707632600259,25593,0.000445820734487648,13,0.005786511313693,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
54,2,0.000141242937853107,898,6.29544162461979e-05,14,0.0011244011241538,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
55,2,0.000149432157800359,898,7.74838866238661e-05,14,0.00109808058478003,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
56,1,0.000185116623472788,0,0.138501375404183,12,0.00055879295895765,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
57,5,0.000181818181818182,17702,0.0022984054072537,12,0.00239052046818846,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
58,2,0.000139664804469274,898,0.00312213807674674,14,0.00117506503034995,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
59,5,0.000185873605947955,9805,0.150397599393818,12,0.00250189217760288,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
60,2,0.000145985401459854,898,5.6706538915055e-05,14,0.00112893001216624,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
61,5,0.000156788962057071,8922,0.000345527912540483,13,0.00253263888593817,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
62,6,0.000119303268909568,8920,1.86863114264074e-06,16,0.00312862360383392,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
63,3,0.00018628912071535,15010,0.144213107602259,12,0.00148047261761227,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
64,1,0.000145942790426153,0,5.56187583043891e-05,14,0.000579437378604573,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
65,4,0.000143513203214696,28059,5.62523186097911e-05,14,0.00186640115971137,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
66,8,0.000149835181300569,8931,8.78621110125837e-05,14,0.00408297177230934,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
67,1,0.000129065565307176,0,7.85393363414478e-06,15,0.000646461921837255,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
68,6,0.00018698578908003,23806,0.15387969202377,12,0.00281270896702675,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
69,2,0.000149925037481259,10644,7.75470019189808e-05,14,0.000985136671587786,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
70,1,0.000160565189466924,0,0.0250527243281182,13,0.000583174357607306,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
71,1,0.000180505415162455,0,0.00211469061837831,12,0.000558186572361632,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
72,2,0.00016025641025641,898,0.000356511489462182,13,0.00110178302367331,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
73,1,0.000125407574617507,0,0.000579375668733742,15,0.000616030680994308,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
74,2,0.000198649185538339,898,0.0303818722495767,11,0.00108805168307669,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
75,2,0.000185185185185185,898,0.141210157752221,12,0.00109660998140815,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
76,5,0.000185735512630015,8031,0.150138874437521,12,0.00253118539589656,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
77,6,0.000107874865156419,4480,2.86264516263513e-07,17,0.00331280840345465,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
78,1,0.000160205062479974,0,0.000349672661116542,13,0.000562097239704625,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
79,3,0.000176242509693338,50399,0.00510511416575134,12,0.00149433761246805,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
80,5,0.000186915887850467,22829,0.150630777579114,12,0.00240807341526906,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
81,5,0.000203417412530513,7151,0.0132389441368476,11,0.00251292212817071,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
82,2,0.00016061676839062,898,0.0255427005267822,13,0.00113478046853072,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
83,2,0.000142571998859424,898,5.2957164216201e-05,14,0.00118470841185861,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
84,11,0.000154894671623296,49967,0.000884220025224321,13,0.00527578364649479,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
85,2,0.000160153747597694,1794,0.021278735141828,13,0.00108919328126736,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
86,2,0.000186706497386109,6244,0.0021142104647495,12,0.00100090168542413,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
87,1,0.000127616130678918,0,8.93442430286229e-06,15,0.00060109905779427,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
88,1,0.00014009526478005,0,4.93773316379045e-05,14,0.000634924451727863,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
89,4,0.000160359204618345,13316,0.0212658203760872,13,0.00199278040743308,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
90,2,0.000140370578326783,1794,5.35236010379407e-05,14,0.00113287232004863,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
91,2,0.000118652112007594,898,1.64697160968471e-06,16,0.00119978694131992,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
92,7,0.000142938822184105,15944,5.96927428756147e-05,14,0.00350585036303628,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
93,4,0.000146198830409357,5367,5.90633936810912e-05,14,0.00209609282129858,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
94,4,0.000160462130937099,6258,0.0226415191414411,13,0.00203834659492221,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
95,2,0.000149432157800359,898,7.74838866238736e-05,14,0.00109808058478003,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
96,1,0.000168690958164642,0,0.00437922720286611,12,0.000620460606101466,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
97,4,0.000143884892086331,2691,6.44270870853677e-05,14,0.00216906601224333,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
98,3,0.000140370578326783,2690,0.00326226302126213,14,0.00165887944150579,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
99,6,0.000181356546971346,11573,0.00234300433882242,12,0.00297693415044218,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
100,3,0.000185253797702853,1795,0.144027009349751,12,0.00162468094975805,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
101,1,0.000168976005407232,0,0.0043810066854597,12,0.000595750839342965,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
102,5,0.000200160128102482,17695,0.0323732255453407,11,0.00238110470227833,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
103,2,0.00016010246557797,898,0.0212705958642864,13,0.00112360988482077,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
104,6,0.000203665987780041,9802,0.0135273592403378,11,0.00303899518541954,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
105,4,0.00012748597654258,9787,8.28099316584877e-06,15,0.00201957806211925,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
106,4,0.000203004466098254,2691,0.0129535636662494,11,0.00214107814606438,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
107,5,0.000172532781228433,5371,0.00203091490192263,12,0.00266273183594094,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
108,6,0.000127032520325203,9810,9.16854443613948e-06,15,0.00309132529453266,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
109,3,0.000125502008032129,2690,0.000602725515621647,15,0.00168729517115368,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
110,4,0.00013290802764487,5367,1.21384389585497e-05,15,0.00207172226113127,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
111,2,0.000124688279301746,898,7.55807614602972e-06,15,0.00123648386591575,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
112,1,0.000202757502027575,0,0.0122081133708486,11,0.000555881425665415,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
113,5,0.000159540523292916,4479,0.0225705958298001,13,0.00269557290274993,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
114,1,0.000131787032156036,0,1.09456986661496e-05,15,0.000627506405679986,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
115,3,0.000161082474226804,2690,0.0242485403643415,13,0.00160643095459679,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
116,2,0.000149432157800359,898,0.000286785813681825,13,0.00119138590284642,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
117,1,0.000185116623472788,0,0.138501375404183,12,0.00055879295895765,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
118,3,0.000160205062479974,5363,0.000304750978616659,13,0.00158643723707448,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
119,3,0.000119104335397808,2690,1.75353476102863e-06,16,0.00163412403794503,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
120,3,0.000129332643559234,2690,8.51004404395799e-06,15,0.00168038321529411,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
121,4,0.000185391175380052,3585,0.147017053460842,12,0.00210567474562581,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
122,10,0.00012758356723654,12475,9.43833929969745e-06,15,0.00504721158485274,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
123,1,0.000139547864917667,0,0.00312605856611922,14,0.000624914060134186,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
124,3,0.000140213123948402,3583,4.39273311971833e-05,14,0.00166113077473068,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
125,11,0.000204498977505112,18625,0.0151559073838742,11,0.00538573983625878,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
126,1,0.000160926939169617,0,0.0233091414338371,13,0.000569885724173929,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
127,9,0.000136948781155848,22924,0.000145278916077227,14,0.0044215001235986,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
128,5,0.000161969549724652,17649,0.0253017806228521,13,0.00248992145148392,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
129,1,0.000185116623472788,0,0.138501375404183,12,0.00055879295895765,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
130,2,0.000172117039586919,1794,0.00187018875141555,12,0.00111404514399511,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
131,5,0.000122339124051872,11571,2.18497886292389e-05,15,0.00250918943933139,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
132,5,0.000142005112184039,13309,0.00380561242260104,14,0.00253131138550969,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
133,4,0.000127811860940695,5367,9.48390603180235e-06,15,0.00213560450750283,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
134,1,0.000202757502027575,0,0.0122081133708486,11,0.000555881425665415,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
135,2,0.000156396621832968,1794,0.000324682383610541,13,0.0010850327778213,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
136,1,0.00014120304998588,0,6.17467849102308e-05,14,0.000576544551386643,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
137,1,0.000180505415162455,0,0.00211469061837831,12,0.000558186572361632,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
138,1,0.000149387511204063,0,7.59975418191846e-05,14,0.000559732306861563,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
139,8,0.000161030595813205,16854,0.0241641404385015,13,0.00394546668753673,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
140,4,0.000136314067611778,8025,0.000130166192831872,14,0.00205476718364394,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
141,2,0.000171762281003092,898,0.00179338617002935,12,0.00118439994869637,900,899,1.99777777777778,50,8.01992831541219,0,19,0.00222222222222222,-0.0931722090073642,8.01992831541219,0,0
