AAE	ALG	3
AAL	AAR	4
AAL	ABJ	2
AAL	ACC	4
AAL	AMS	2
AAL	BKI	1
AAL	BRE	1
AAL	BWE	1
AAL	CDG	1
AAL	COO	1
AAL	CPH	4
AAL	CQF	1
AAL	DRS	1
AAL	DUB	1
AAL	DXB	3
AAL	EBJ	1
AAL	ESS	2
AAL	GOT	1
AAL	HAG	1
AAL	HAM	3
AAL	HEL	1
AAL	HYD	1
AAL	IAD	1
AAL	IAH	1
AAL	JFK	2
AAL	JNB	1
AAL	KRS	1
AAL	KUN	1
AAL	LBA	3
AAL	LED	1
AAL	LFW	1
AAL	LGW	2
AAL	LIL	2
AAL	LYS	1
AAL	MAD	1
AAL	NUE	3
AAL	ODE	1
AAL	OST	1
AAL	OUA	1
AAL	QND	1
AAL	RIX	1
AAL	RJK	1
AAL	ROB	1
AAL	SEA	1
AAL	SFO	2
AAL	SIN	1
AAL	SVO	1
AAL	SXB	4
AAL	UTC	1
AAL	VRN	1
AAL	XMN	2
AAL	YYZ	1
AAN	AUH	1
AAQ	AER	2
AAQ	EPK	2
AAQ	GDZ	1
AAQ	HKG	1
AAQ	KGD	1
AAQ	KHV	1
AAQ	KRR	1
AAQ	KUF	1
AAQ	KWA	2
AAQ	LED	6
AAQ	SVO	3
AAQ	VOG	1
AAQ	VVO	2
AAR	AAL	12
AAR	ABY	1
AAR	ACH	1
AAR	AGP	1
AAR	ALA	1
AAR	AMS	3
AAR	ARN	4
AAR	ATH	3
AAR	BDS	4
AAR	BFS	2
AAR	BHX	2
AAR	BIO	1
AAR	BKK	2
AAR	BLL	7
AAR	BLQ	2
AAR	BRN	1
AAR	BRS	1
AAR	BRU	1
AAR	BTS	2
AAR	BUD	4
AAR	BZO	1
AAR	CAS	2
AAR	CDG	3
AAR	CGN	1
AAR	CMB	1
AAR	COS	4
AAR	CPH	46
AAR	CUU	1
AAR	CWL	3
AAR	DEN	16
AAR	DFW	2
AAR	DSM	3
AAR	DTM	2
AAR	DUB	6
AAR	EBJ	1
AAR	ECN	2
AAR	EDI	3
AAR	EMA	4
AAR	ENS	5
AAR	EZE	3
AAR	FCO	2
AAR	FOR	1
AAR	FRA	1
AAR	GIB	1
AAR	GNE	2
AAR	GOT	2
AAR	GRU	3
AAR	GUA	3
AAR	HAM	15
AAR	HEL	5
AAR	HET	1
AAR	HKG	2
AAR	IAH	1
AAR	ICN	2
AAR	IDA	1
AAR	IEV	4
AAR	ILG	1
AAR	IST	3
AAR	JFK	2
AAR	JNB	2
AAR	KEL	3
AAR	KIN	2
AAR	KRP	1
AAR	KSD	1
AAR	KUL	4
AAR	KUN	1
AAR	LAX	2
AAR	LBC	2
AAR	LCJ	1
AAR	LGG	3
AAR	LGW	8
AAR	LHE	2
AAR	LIL	1
AAR	LIM	2
AAR	LIS	5
AAR	LOV	2
AAR	LPL	2
AAR	LUX	1
AAR	MAA	3
AAR	MAD	10
AAR	MDW	3
AAR	MEL	5
AAR	MEX	3
AAR	MGA	3
AAR	MIA	1
AAR	MKE	1
AAR	MLA	1
AAR	MMX	8
AAR	MNL	2
AAR	MPL	2
AAR	MUC	1
AAR	MVD	2
AAR	MXP	5
AAR	NCL	1
AAR	NRT	2
AAR	ODE	2
AAR	OPO	1
AAR	OSL	2
AAR	OST	2
AAR	OTP	3
AAR	PDX	20
AAR	PEK	3
AAR	PMR	2
AAR	POR	1
AAR	POZ	3
AAR	PRG	3
AAR	PTY	1
AAR	QKA	1
AAR	QND	6
AAR	RAI	1
AAR	RIC	1
AAR	RNN	3
AAR	RNO	1
AAR	RTM	1
AAR	SAN	4
AAR	SCL	2
AAR	SDQ	2
AAR	SHA	1
AAR	SIN	7
AAR	SJJ	2
AAR	SKE	1
AAR	SKP	2
AAR	SOF	3
AAR	STR	1
AAR	SVO	1
AAR	SVQ	1
AAR	SXB	2
AAR	SYD	2
AAR	SYR	1
AAR	TBS	2
AAR	TIA	1
AAR	TKU	2
AAR	TPE	2
AAR	TRD	2
