AAL	AAR	1
AAL	ABJ	1
AAL	ACC	1
AAL	BWE	1
AAL	COO	2
AAL	CPH	18
AAL	DRS	1
AAL	ESS	1
AAL	GOT	2
AAL	HYD	1
AAL	IAH	1
AAL	KUN	1
AAL	LBA	1
AAL	LBC	1
AAL	LFW	1
AAL	LGW	3
AAL	LIL	2
AAL	MHG	1
AAL	ODE	1
AAL	QND	1
AAL	RIX	1
AAL	ROB	1
AAL	RTM	1
AAL	SEA	1
AAL	SFO	1
AAL	SXB	1
AAL	TLL	1
AAL	VNO	1
AAL	XMN	1
AAL	YIH	1
AAN	DEL	1
AAQ	AER	1
AAQ	BZK	1
AAQ	EPK	3
AAQ	GDZ	2
AAQ	HKG	1
AAQ	IAR	1
AAQ	IEV	1
AAQ	KGD	1
AAQ	KHV	1
AAQ	KRR	3
AAQ	KUF	1
AAQ	LED	2
AAQ	OVB	1
AAQ	SVO	6
AAR	AAL	13
AAR	ACH	1
AAR	AMS	4
AAR	ARN	3
AAR	ATH	2
AAR	BCN	2
AAR	BDA	1
AAR	BDS	4
AAR	BHX	4
AAR	BIO	1
AAR	BLL	11
AAR	BOM	1
AAR	BRE	1
AAR	BRN	1
AAR	BRU	1
AAR	BTS	2
AAR	BTV	1
AAR	BUD	2
AAR	BZG	1
AAR	CBG	2
AAR	CCU	1
AAR	CDG	3
AAR	CGN	2
AAR	CND	4
AAR	COS	2
AAR	CPH	58
AAR	CUU	1
AAR	CWL	4
AAR	DEL	2
AAR	DEN	4
AAR	DSM	2
AAR	DTW	1
AAR	DUB	3
AAR	EBJ	2
AAR	ECN	3
AAR	EDI	2
AAR	ENS	3
AAR	EPK	2
AAR	ESS	2
AAR	EZE	2
AAR	FCO	2
AAR	FRA	1
AAR	GCM	3
AAR	GIB	1
AAR	GOT	3
AAR	GRU	3
AAR	GSO	2
AAR	GUA	1
AAR	HAD	1
AAR	HAM	9
AAR	HEL	3
AAR	HET	1
AAR	HFD	1
AAR	HYD	2
AAR	IAH	2
AAR	IAS	6
AAR	ICN	1
AAR	IEV	3
AAR	IST	2
AAR	JFK	4
AAR	JKG	1
AAR	JNB	2
AAR	KEL	6
AAR	KRP	3
AAR	KSD	1
AAR	KUL	4
AAR	KUN	2
AAR	KWA	4
AAR	LAX	2
AAR	LBA	1
AAR	LBC	2
AAR	LEH	1
AAR	LGG	1
AAR	LGW	6
AAR	LHW	1
AAR	LIL	1
AAR	LIM	2
AAR	LIS	5
AAR	LPL	4
AAR	LWO	1
AAR	MAA	4
AAR	MAD	7
AAR	MAN	2
AAR	MDW	3
AAR	MEL	3
AAR	MEM	1
AAR	MEX	5
AAR	MGA	2
AAR	MIA	1
AAR	MKE	1
AAR	MLA	3
AAR	MMX	6
AAR	MNL	2
AAR	MPL	1
AAR	MPM	1
AAR	MUC	2
AAR	MVD	1
AAR	MXP	9
AAR	NBO	2
AAR	NCL	1
AAR	NRT	6
AAR	ODE	3
AAR	OKA	1
AAR	OPO	1
AAR	ORE	3
AAR	OSL	5
AAR	OST	5
AAR	OTP	2
AAR	PDX	9
AAR	PEK	3
AAR	PMR	1
AAR	PNQ	2
AAR	POZ	1
AAR	PRG	3
AAR	QND	3
AAR	RAI	2
AAR	RDU	1
AAR	RIX	2
AAR	RLG	3
AAR	RNN	1
AAR	RTM	2
AAR	SAN	1
AAR	SCL	2
AAR	SDQ	2
AAR	SDU	1
AAR	SFO	1
AAR	SHA	1
AAR	SIN	5
AAR	SKE	1
AAR	SOF	2
AAR	SVO	3
AAR	SVQ	1
AAR	SXB	2
AAR	TLL	1
AAR	TNA	2
AAR	TPE	6
AAR	TSN	2
AAR	VAA	2
AAR	VBY	2
AAR	VIE	3
AAR	VNO	1
AAR	WAW	4
AAR	YIH	1
AAR	YYZ	2
AAR	ZAG	3
AAR	ZRH	3
AAR	ZUH	1
ABA	KJA	1
ABA	KUF	1
ABA	SVO	1
ABC	AGB	1
ABC	ALC	3
ABC	BCN	3
ABC	JOI	1
ABC	LIS	1
ABC	MAD	1
ABC	QGN	3
ABC	VLC	1
ABC	ZAZ	1
ABJ	ACC	1
ABJ	CDG	4
ABJ	COO	3
ABJ	DEL	1
ABJ	DKR	1
ABJ	DXB	1
ABJ	LBV	1
ABJ	LFW	2
ABJ	LGW	2
ABJ	LUX	1
ABJ	MRU	1
ABJ	NBO	1
ABJ	NIM	1
ABJ	OUA	2
ABJ	PER	1
ABJ	ROB	2
ABJ	SPY	1
ABJ	URO	1
ABJ	YIH	1
ABQ	ABY	1
ABQ	ATL	1
ABQ	BNA	2
ABQ	BOS	3
ABQ	BWI	1
ABQ	CAE	1
ABQ	CMH	1
ABQ	COS	2
ABQ	CVG	2
ABQ	DEN	1
ABQ	DFW	5
ABQ	DSM	1
ABQ	DTW	1
ABQ	ELP	3
ABQ	FAT	1
ABQ	GTF	1
ABQ	HFD	1
ABQ	IAH	1
ABQ	IDA	2
ABQ	JFK	6
ABQ	LAX	4
ABQ	MAF	1
ABQ	MDW	4
ABQ	MIA	2
ABQ	MOB	1
ABQ	MSP	1
ABQ	OKC	1
ABQ	PHX	1
ABQ	RDU	3
ABQ	RIC	3
ABQ	SAN	4
ABQ	SFO	3
ABQ	SLC	1
ABQ	SMF	3
ABQ	YYZ	1
ABV	FRA	1
ABX	CBR	1
ABX	MEL	3
ABY	ABQ	1
ABY	ADR	1
ABY	AMS	1
ABY	ANR	1
ABY	ATH	1
ABY	ATL	6
ABY	ATW	2
ABY	AUH	2
ABY	BHM	1
ABY	BLL	1
ABY	BLQ	1
ABY	BNA	1
ABY	BOI	1
ABY	BOS	8
ABY	BUF	3
ABY	BWI	2
ABY	CAE	1
ABY	CDG	1
ABY	CGN	2
ABY	CLE	4
ABY	CLT	8
ABY	CMH	3
ABY	CVG	2
ABY	DEN	4
ABY	DFW	2
ABY	DSM	1
ABY	DTW	2
ABY	DXB	2
ABY	EIN	1
ABY	ELP	4
ABY	FAT	1
ABY	FMY	2
ABY	FNT	4
ABY	FOC	1
ABY	FSD	1
ABY	FWA	1
ABY	GEG	1
ABY	GNB	1
ABY	GSP	4
ABY	GVA	1
ABY	HAM	1
ABY	HEL	1
ABY	HKG	2
ABY	HNL	1
ABY	HYD	1
ABY	IAD	5
ABY	IAH	2
ABY	ICN	1
ABY	ILG	26
ABY	IND	6
ABY	ITB	2
ABY	IXU	2
ABY	JAX	1
ABY	JFK	29
ABY	KUL	1
ABY	LAN	1
ABY	LAS	1
ABY	LAX	7
ABY	LGW	2
ABY	LOS	1
ABY	LPL	2
ABY	LRD	1
ABY	LUX	2
ABY	MAA	1
ABY	MAD	1
ABY	MAN	2
ABY	MDW	10
ABY	MEX	2
ABY	MIA	1
ABY	MKC	5
ABY	MKE	4
ABY	MLI	1
ABY	MRU	1
ABY	MSN	1
ABY	MSP	6
ABY	NRT	2
ABY	OKC	1
ABY	OMA	1
ABY	ORL	2
ABY	PDX	3
ABY	PHL	8
ABY	PHX	4
ABY	PSR	1
ABY	PWM	1
ABY	RDU	1
ABY	RIC	1
ABY	ROC	3
ABY	RTM	2
ABY	SAN	1
ABY	SAT	2
ABY	SDF	5
ABY	SEA	3
ABY	SFO	2
ABY	SIN	11
ABY	SLC	1
ABY	STL	1
ABY	SVO	1
ABY	SYR	2
ABY	VLL	2
ABY	YEG	2
ABY	YHZ	3
ABY	YIH	4
ABY	YQB	1
ABY	YUL	3
ABY	YVR	1
ABY	YYZ	11
ABZ	ACC	3
ABZ	ADL	1
ABZ	AKL	8
ABZ	AMD	1
ABZ	AMS	15
ABZ	ARN	14
ABZ	ATL	6
ABZ	AUH	2
ABZ	BAH	1
ABZ	BCN	1
ABZ	BDA	23
ABZ	BEY	1
ABZ	BFS	2
ABZ	BHM	2
ABZ	BHX	35
ABZ	BKK	30
